data,af_revenue,adapter,country,af_id
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.001,AdMobAdapter,ID,1629622886683-5585758852634865227
2021-08-22,0.051,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.05,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.051,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.042,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.033,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.001,ApplovinAdapter,ID,1629622886683-5585758852634865227
2021-08-22,0.024,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.051,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.024,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.019,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.018,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.02,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.023,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.024,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.018,ApplovinAdapter,US,1629590264351-859935814290721809
2021-08-22,0.018,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.018,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.024,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.024,AdMobAdapter,US,1629590264351-859935814290721809
2021-08-22,0.025,AdMobAdapter,US,1629590264351-859935814290721809
2021-08-22,0.024,AdMobAdapter,US,1629590264351-859935814290721809
2021-08-22,0.024,AdMobAdapter,US,1629590264351-859935814290721809
2021-08-22,0.035,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.031,AdMobAdapter,US,1629590264351-859935814290721809
2021-08-22,0.033,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.03,AdMobAdapter,US,1629590264351-859935814290721809
2021-08-22,0.033,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.035,AdMobAdapter,US,1629590264351-859935814290721809
2021-08-22,0.038,AdMobAdapter,US,1629590264351-859935814290721809
2021-08-22,0.035,AdMobAdapter,US,1629590264351-859935814290721809
2021-08-22,0.045,AdMobAdapter,US,1629590264351-859935814290721809
2021-08-22,0.005,ApplovinAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.024,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.033,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.033,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.042,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.05,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.033,AdMobAdapter,US,1629590264351-859935814290721809
2021-08-22,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.05,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.007,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.05,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.007,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.033,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.007,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.007,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.007,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.007,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.008,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.007,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.008,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.018,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-22,0.001663,AdMobAdapter,MM,1629534504965-3270943165354133794
2021-08-22,0.001663,AdMobAdapter,MM,1629534504965-3270943165354133794
2021-08-22,0.001663,AdMobAdapter,MM,1629534504965-3270943165354133794
2021-08-22,0.001663,AdMobAdapter,MM,1629534504965-3270943165354133794
2021-08-22,0.035,AdMobAdapter,MM,1629534504965-3270943165354133794
2021-08-22,0.035,AdMobAdapter,MM,1629534504965-3270943165354133794
2021-08-22,0.051,AdMobAdapter,MM,1629534504965-3270943165354133794
2021-08-22,0.053754,IronSourceRewardedAdapter,MM,1629534504965-3270943165354133794
2021-08-22,0.003071,UnityAdapter,TH,1629521678596-8712030762729982974
2021-08-22,0.007,AdMobAdapter,VN,1629615438343-4050970868169857929
2021-08-22,0.004,AdMobAdapter,ID,1629614425071-423295055802226362
2021-08-22,0.006,AdMobAdapter,ID,1629614425071-423295055802226362
2021-08-22,0.006,FacebookMediationAdapter,ID,1629614425071-423295055802226362
2021-08-22,0.007,AdMobAdapter,ID,1629614425071-423295055802226362
2021-08-22,0.007,AdMobAdapter,ID,1629614425071-423295055802226362
2021-08-22,0.00285,UnityAdapter,ID,1629549126371-5586728413375537178
2021-08-22,0.001,AdMobAdapter,PH,1629460619727-851670552180571128
2021-08-22,0.002,AdMobAdapter,PH,1629460619727-851670552180571128
2021-08-22,0.002,FacebookMediationAdapter,PH,1629460619727-851670552180571128
2021-08-22,0.002,AdMobAdapter,PH,1629460619727-851670552180571128
2021-08-22,0.002,AdMobAdapter,PH,1629460619727-851670552180571128
2021-08-22,0.003,AdMobAdapter,PH,1629460619727-851670552180571128
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.001663,AdMobAdapter,MM,1629534504965-3270943165354133794
2021-08-22,0.001663,AdMobAdapter,MM,1629534504965-3270943165354133794
2021-08-22,0.001663,AdMobAdapter,MM,1629534504965-3270943165354133794
2021-08-22,0.001663,AdMobAdapter,MM,1629534504965-3270943165354133794
2021-08-22,0.002,AdMobAdapter,PH,1629460619727-851670552180571128
2021-08-22,0.003,AdMobAdapter,PH,1629460619727-851670552180571128
2021-08-22,0.003,FacebookMediationAdapter,PH,1629460619727-851670552180571128
2021-08-22,0.001653,AdMobAdapter,PH,1629460619727-851670552180571128
2021-08-22,0.00285,UnityAdapter,ID,1629549126371-5586728413375537178
2021-08-22,0.003071,UnityAdapter,TH,1629601493695-4624565018361110877
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.002,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.02,AdMobAdapter,US,1629581943531-7664376587104308425
2021-08-22,0.018,AdMobAdapter,US,1629581943531-7664376587104308425
2021-08-22,0.001,AdMobAdapter,PH,1629289516211-5397552880122387745
2021-08-22,0.014207,UnityAdapter,UK,1602316659083-1725466711156792410
2021-08-22,0.014207,UnityAdapter,UK,1602316659083-1725466711156792410
2021-08-22,0.000514,VungleAdapter,ID,1629551189664-5120973641835791291
2021-08-22,0.00091,UnityAdapter,ID,1629551189664-5120973641835791291
2021-08-22,0.001725,AdMobAdapter,MX,1629596490493-8785114458200602854
2021-08-22,0.000589,IronSourceRewardedAdapter,ID,1628417624163-6416250293263141444
2021-08-22,0.001,AdMobAdapter,ID,1628417624163-6416250293263141444
2021-08-22,0.0025,ApplovinAdapter,ID,1628417624163-6416250293263141444
2021-08-22,0.00285,UnityAdapter,ID,1628417624163-6416250293263141444
2021-08-22,0.004,FacebookMediationAdapter,PH,1629425427631-4946898535536538673
2021-08-22,0.004,AdMobAdapter,PH,1629425427631-4946898535536538673
2021-08-22,0.004,FacebookMediationAdapter,ID,1629521398889-4367579155026826792
2021-08-22,0.001388,AdMobAdapter,RU,1628477462036-2725827895391657411
2021-08-22,0.001388,AdMobAdapter,RU,1628477462036-2725827895391657411
2021-08-22,0.003283,UnityAdapter,RU,1628477462036-2725827895391657411
2021-08-22,0.003071,UnityAdapter,TH,1629593346146-3681251867117453598
2021-08-22,0.042,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.042,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.035,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.043,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.023,AdMobAdapter,US,1629581943531-7664376587104308425
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.03,AdMobAdapter,US,1629581943531-7664376587104308425
2021-08-22,0.035,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.024,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.033,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.034,AdMobAdapter,US,1629581943531-7664376587104308425
2021-08-22,0.033,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.033,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.051,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.033,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.042,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.042,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.045,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.042,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.051,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.042,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.033,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.035,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.032,ApplovinAdapter,US,1629590264351-859935814290721809
2021-08-22,0.025,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.033,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.042,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.042,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.042,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.042,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.042,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.067,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.041,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.062,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.061,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.062,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.069,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-22,0.065,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-21,0.051,FacebookMediationAdapter,US,1629590264351-859935814290721809
