data,af_revenue,adapter,country,af_id
2021-08-21,0.045,FacebookMediationAdapter,US,1629590264351-859935814290721809
2021-08-21,0.006,AdMobAdapter,PH,1629425427631-4946898535536538673
2021-08-21,0.005,AdMobAdapter,PH,1629425427631-4946898535536538673
2021-08-21,0.004,FacebookMediationAdapter,PH,1629425427631-4946898535536538673
2021-08-21,0.006,FacebookMediationAdapter,PH,1629425427631-4946898535536538673
2021-08-21,0.005,AdMobAdapter,PH,1629425427631-4946898535536538673
2021-08-21,0.003,AdMobAdapter,PH,1629425427631-4946898535536538673
2021-08-21,0.008,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.012,AdMobAdapter,US,1629586734985-4652355324878347919
2021-08-21,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.017,AdMobAdapter,US,1629586734985-4652355324878347919
2021-08-21,0.01,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.040793,UnityAdapter,US,1629584703227-188063292010323858
2021-08-21,0.018,FacebookMediationAdapter,US,1629584703227-188063292010323858
2021-08-21,0.019,FacebookMediationAdapter,US,1629584703227-188063292010323858
2021-08-21,0.02,AdMobAdapter,US,1629584703227-188063292010323858
2021-08-21,0.019,FacebookMediationAdapter,US,1629584703227-188063292010323858
2021-08-21,0.040793,UnityAdapter,US,1629584703227-188063292010323858
2021-08-21,0.040793,UnityAdapter,US,1629584703227-188063292010323858
2021-08-21,0.040793,UnityAdapter,US,1629584703227-188063292010323858
2021-08-21,0.018,AdMobAdapter,US,1629581943531-7664376587104308425
2021-08-21,0.019,AdMobAdapter,US,1629581943531-7664376587104308425
2021-08-21,0.016,AdMobAdapter,US,1629581943531-7664376587104308425
2021-08-21,0.015,AdMobAdapter,US,1629581943531-7664376587104308425
2021-08-21,0.019,AdMobAdapter,US,1629581943531-7664376587104308425
2021-08-21,0.02,AdMobAdapter,US,1629581943531-7664376587104308425
2021-08-21,0.022,AdMobAdapter,US,1629581943531-7664376587104308425
2021-08-21,0.026,AdMobAdapter,US,1629581943531-7664376587104308425
2021-08-21,0.040793,UnityAdapter,US,1629580845394-5703557966336213634
2021-08-21,0.014178,UnityAdapter,US,1629571915029-8587254804182532970
2021-08-21,0.034,AdMobAdapter,US,1629571915029-8587254804182532970
2021-08-21,0.014178,UnityAdapter,US,1629571915029-8587254804182532970
2021-08-21,0.016,AdMobAdapter,US,1629571915029-8587254804182532970
2021-08-21,0.018,AdMobAdapter,US,1629571915029-8587254804182532970
2021-08-21,0.021,AdMobAdapter,US,1629571915029-8587254804182532970
2021-08-21,0.024,AdMobAdapter,US,1629571915029-8587254804182532970
2021-08-21,0.027,AdMobAdapter,US,1629571915029-8587254804182532970
2021-08-21,0.033,AdMobAdapter,US,1629571915029-8587254804182532970
2021-08-21,0.014,AdMobAdapter,DE,1629568996075-5329797471208920801
2021-08-21,0.012,AdMobAdapter,DE,1629568996075-5329797471208920801
2021-08-21,0.059,AdMobAdapter,US,1629567414391-2270079531226826449
2021-08-21,0.053754,IronSourceRewardedAdapter,US,1615846138632-625683873235784559
2021-08-21,0.032,ApplovinAdapter,US,1629567414391-2270079531226826449
2021-08-21,0.00048,IronSourceRewardedAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.00048,IronSourceRewardedAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001,AdMobAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.003,FacebookMediationAdapter,MX,1629562518832-910871724035159072
2021-08-21,0.001,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.003,FacebookMediationAdapter,MX,1629562518832-910871724035159072
2021-08-21,0.001,AdMobAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001,AdMobAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001,AdMobAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.003025,UnityAdapter,MX,1629562518832-910871724035159072
2021-08-21,0.002,AdMobAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001725,AdMobAdapter,MX,1629562518832-910871724035159072
2021-08-21,0.002,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001,AdMobAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001,AdMobAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.002,AdMobAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.002,AdMobAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001725,AdMobAdapter,MX,1629562518832-910871724035159072
2021-08-21,0.002,AdMobAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001725,AdMobAdapter,MX,1629562518832-910871724035159072
2021-08-21,0.002,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.001725,AdMobAdapter,MX,1629562518832-910871724035159072
2021-08-21,0.002,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.002,AdMobAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.003,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.002,AdMobAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.008258,UnityAdapter,MX,1629562518832-910871724035159072
2021-08-21,0.003,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.003,FacebookMediationAdapter,VN,1629562137195-6152231274327963168
2021-08-21,0.040793,UnityAdapter,US,1629560938655-5073331766608952519
2021-08-21,0.040793,UnityAdapter,US,1629560938655-5073331766608952519
2021-08-21,0.014207,UnityAdapter,UK,1602316659083-1725466711156792410
2021-08-21,0.051,AdMobAdapter,US,1629560938655-5073331766608952519
2021-08-21,0.048,AdMobAdapter,US,1629560938655-5073331766608952519
2021-08-21,0.014207,UnityAdapter,UK,1602316659083-1725466711156792410
2021-08-21,0.001725,AdMobAdapter,MX,1629502812324-1996297959911465289
2021-08-21,0.003,AdMobAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.004,FacebookMediationAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.005,AdMobAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.022,AdMobAdapter,DE,1629556547333-3774519507149896399
2021-08-21,0.025,AdMobAdapter,DE,1629556547333-3774519507149896399
2021-08-21,0.026,AdMobAdapter,DE,1629556547333-3774519507149896399
2021-08-21,0.026,AdMobAdapter,DE,1629556547333-3774519507149896399
2021-08-21,0.022,AdMobAdapter,DE,1629556547333-3774519507149896399
2021-08-21,0.021,AdMobAdapter,DE,1629556547333-3774519507149896399
2021-08-21,0.021,AdMobAdapter,DE,1629556547333-3774519507149896399
2021-08-21,0.024,AdMobAdapter,DE,1629556547333-3774519507149896399
2021-08-21,0.024,AdMobAdapter,DE,1629556547333-3774519507149896399
2021-08-21,0.00285,UnityAdapter,ID,1629549126371-5586728413375537178
2021-08-21,0.004,AdMobAdapter,VN,1629553761261-3990983315534023583
2021-08-21,0.004,AdMobAdapter,VN,1629553761261-3990983315534023583
2021-08-21,0.005,AdMobAdapter,VN,1629553761261-3990983315534023583
2021-08-21,0.005,AdMobAdapter,VN,1629553761261-3990983315534023583
2021-08-21,0.00091,UnityAdapter,ID,1629551189664-5120973641835791291
2021-08-21,0.006,AdMobAdapter,VN,1629553761261-3990983315534023583
2021-08-21,0.00285,UnityAdapter,ID,1629549126371-5586728413375537178
2021-08-21,0.001388,AdMobAdapter,RU,1629549155974-633368539443071933
2021-08-21,0.0025,ApplovinAdapter,ID,1629551189664-5120973641835791291
2021-08-21,0.001388,AdMobAdapter,RU,1629552149418-7149371508579036296
2021-08-21,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.004,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.004,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.004,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.004,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.007,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.007,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.007,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.009,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.008,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.027,AdMobAdapter,TH,1629521399763-320708523218903830
2021-08-21,0.035,AdMobAdapter,TH,1629521399763-320708523218903830
2021-08-21,0.048,AdMobAdapter,TH,1629521399763-320708523218903830
2021-08-21,0.002,AdMobAdapter,PH,1629545312933-4661921283956822978
2021-08-21,0.014239,UnityAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.002386,AdMobAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.06,AdMobAdapter,US,1629534504965-3270943165354133794
2021-08-21,0.004,FacebookMediationAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.002386,AdMobAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.068,AdMobAdapter,US,1629534504965-3270943165354133794
2021-08-21,0.002386,AdMobAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.002386,AdMobAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.066,AdMobAdapter,US,1629534504965-3270943165354133794
2021-08-21,0.002386,AdMobAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.078,AdMobAdapter,US,1629534504965-3270943165354133794
2021-08-21,0.002386,AdMobAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.084,AdMobAdapter,US,1629534504965-3270943165354133794
2021-08-21,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.007,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.008,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.002,FacebookMediationAdapter,ID,1629533485930-6298471424982332178
2021-08-21,0.002,FacebookMediationAdapter,ID,1629533485930-6298471424982332178
2021-08-21,0.002331,IronSourceRewardedAdapter,ID,1629536753861-3503814020402275663
2021-08-21,0.002826,UnityAdapter,ID,1629536753861-3503814020402275663
2021-08-21,0.002826,UnityAdapter,ID,1629536753861-3503814020402275663
2021-08-21,0.003,FacebookMediationAdapter,ID,1629536753861-3503814020402275663
2021-08-21,0.002826,UnityAdapter,ID,1629536753861-3503814020402275663
2021-08-21,0.002826,UnityAdapter,ID,1629536753861-3503814020402275663
2021-08-21,0.001653,AdMobAdapter,PH,1629425427631-4946898535536538673
2021-08-21,0.004,FacebookMediationAdapter,ID,1629536753861-3503814020402275663
2021-08-21,0.004,FacebookMediationAdapter,PH,1629425427631-4946898535536538673
2021-08-21,0.004,FacebookMediationAdapter,ID,1629536753861-3503814020402275663
2021-08-21,0.001,FacebookMediationAdapter,ID,1629533485930-6298471424982332178
2021-08-21,0.002386,AdMobAdapter,ID,1629533485930-6298471424982332178
2021-08-21,0.002,FacebookMediationAdapter,ID,1629533485930-6298471424982332178
2021-08-21,0.002386,AdMobAdapter,ID,1629533485930-6298471424982332178
2021-08-21,0.001,FacebookMediationAdapter,ID,1629533485930-6298471424982332178
2021-08-21,0.002386,AdMobAdapter,ID,1629533485930-6298471424982332178
2021-08-21,0.002386,AdMobAdapter,ID,1629533485930-6298471424982332178
2021-08-21,0.002,FacebookMediationAdapter,ID,1629533485930-6298471424982332178
2021-08-21,0.002386,AdMobAdapter,ID,1629533485930-6298471424982332178
2021-08-21,0.002,FacebookMediationAdapter,ID,1629533485930-6298471424982332178
2021-08-21,0.002,FacebookMediationAdapter,ID,1629533485930-6298471424982332178
2021-08-21,0.002,FacebookMediationAdapter,ID,1629533485930-6298471424982332178
2021-08-21,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.004,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.004,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.014,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,ApplovinAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.025,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,ApplovinAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.007,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.01,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.004,FacebookMediationAdapter,ID,1629521398889-4367579155026826792
2021-08-21,0.005,FacebookMediationAdapter,ID,1629521398889-4367579155026826792
2021-08-21,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.013,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.005,ApplovinAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.009,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.008,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.008,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.007,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.003,AdMobAdapter,VN,1629524543641-52588217510839503
2021-08-21,0.008,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.01,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.004,AdMobAdapter,VN,1629524543641-52588217510839503
2021-08-21,0.014,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.004,AdMobAdapter,VN,1629524543641-52588217510839503
2021-08-21,0.015,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.004,AdMobAdapter,VN,1629524543641-52588217510839503
2021-08-21,0.016,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-21,0.000475,AdMobAdapter,EG,1618233303256-607141374469837939
2021-08-21,0.002826,UnityAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.002386,AdMobAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.002386,AdMobAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.002386,AdMobAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.006476,UnityAdapter,ID,1629521382907-8556773722954578070
2021-08-21,0.006,FacebookMediationAdapter,TH,1629521399763-320708523218903830
2021-08-21,0.008,FacebookMediationAdapter,TH,1629521399763-320708523218903830
2021-08-21,0.008109,UnityAdapter,TH,1629521399763-320708523218903830
2021-08-21,0.008,FacebookMediationAdapter,TH,1629521399763-320708523218903830
2021-08-21,0.008109,UnityAdapter,TH,1629521399763-320708523218903830
2021-08-21,0.008,FacebookMediationAdapter,TH,1629521399763-320708523218903830
2021-08-21,0.012,FacebookMediationAdapter,TH,1629521399763-320708523218903830
2021-08-21,0.012,FacebookMediationAdapter,TH,1629521399763-320708523218903830
2021-08-21,0.012,FacebookMediationAdapter,TH,1629521399763-320708523218903830
2021-08-21,0.008,FacebookMediationAdapter,TH,1629521399763-320708523218903830
2021-08-21,0.002386,AdMobAdapter,ID,1629510002330-1551590539954703876
2021-08-21,0.002386,AdMobAdapter,ID,1629510002330-1551590539954703876
2021-08-21,0.032,ApplovinAdapter,US,1629494537961-4397849714787086617
2021-08-21,0.002744,AdMobAdapter,MX,1614640211131-1076018626112650614
2021-08-21,0.003026,UnityAdapter,MX,1614640211131-1076018626112650614
2021-08-21,0.002826,UnityAdapter,ID,1629472682743-3288770607788473598
2021-08-21,0.002826,UnityAdapter,ID,1629472682743-3288770607788473598
2021-08-21,0.002386,AdMobAdapter,ID,1629472682743-3288770607788473598
2021-08-21,0.002386,AdMobAdapter,ID,1629472682743-3288770607788473598
2021-08-21,0.002744,AdMobAdapter,MX,1629502812324-1996297959911465289
2021-08-21,0.002744,AdMobAdapter,MX,1629502812324-1996297959911465289
2021-08-21,0.002744,AdMobAdapter,MX,1629502812324-1996297959911465289
2021-08-21,0.002744,AdMobAdapter,MX,1629502812324-1996297959911465289
2021-08-21,0.002744,AdMobAdapter,MX,1629502812324-1996297959911465289
2021-08-21,0.002744,AdMobAdapter,MX,1629502812324-1996297959911465289
2021-08-20,0.002744,AdMobAdapter,MX,1617664224216-1224675917110999900
2021-08-20,0.002744,AdMobAdapter,MX,1617664224216-1224675917110999900
2021-08-20,0.002744,AdMobAdapter,MX,1617664224216-1224675917110999900
2021-08-20,0.002744,AdMobAdapter,MX,1617664224216-1224675917110999900
2021-08-20,0.002744,AdMobAdapter,MX,1617664224216-1224675917110999900
2021-08-20,0.002744,AdMobAdapter,MX,1617664224216-1224675917110999900
2021-08-20,0.040952,UnityAdapter,US,1629494537961-4397849714787086617
2021-08-20,0.040952,UnityAdapter,US,1629494537961-4397849714787086617
2021-08-20,0.005,AdMobAdapter,DE,1626010904166-211799244438659418
2021-08-20,0.005,AdMobAdapter,DE,1626010904166-211799244438659418
2021-08-20,0.006,AdMobAdapter,DE,1626010904166-211799244438659418
2021-08-20,0.006,AdMobAdapter,DE,1626010904166-211799244438659418
2021-08-20,0.005,AdMobAdapter,DE,1626010904166-211799244438659418
2021-08-20,0.005,AdMobAdapter,DE,1626010904166-211799244438659418
2021-08-20,0.007,AdMobAdapter,DE,1626010904166-211799244438659418
2021-08-20,0.006,AdMobAdapter,DE,1626010904166-211799244438659418
2021-08-20,0.012,AdMobAdapter,DE,1626010904166-211799244438659418
2021-08-20,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-20,0.006,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-20,0.012,AdMobAdapter,DE,1628453937180-7380716728370263552
2021-08-20,0.003,FacebookMediationAdapter,PH,1629460619727-851670552180571128
2021-08-20,0.008,FacebookMediationAdapter,ID,1629451170908-4244055681960656126
